timestamp,vignette_id,title,model,run,status,VA1,VA2,VA3,VA4,FU1,FU2,FU3,RD1,RD2,RD3,IA1,IA2,IA3,ECI,SPI,va_score,fu_score,rd_score,ia_score,autonomy_index,interpretation
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Qwen 2.5 72B,6,ok,2,2,2,2,2,2,2,2,2,2,2,1,1,40,50,50,50,50,33.33,45.83,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Qwen 2.5 72B,7,ok,2,1,2,1,2,2,1,2,1,2,2,1,1,50,40,37.5,41.67,41.67,33.33,38.54,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Qwen 2.5 72B,8,ok,2,1,2,1,2,2,2,2,2,2,2,1,1,50,50,37.5,50,50,33.33,42.71,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Qwen 2.5 72B,9,ok,2,2,2,2,2,2,2,2,2,2,2,2,2,50,50,50,50,50,50,50,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Qwen 2.5 72B,10,ok,2,2,2,2,2,2,2,2,2,2,2,1,1,40,50,50,50,50,33.33,45.83,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Mixtral 8x7B,1,ok,3,4,2,3,2,1,1,2,1,2,3,2,1,50,70,75,33.33,41.67,50,50,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Mixtral 8x7B,2,ok,3,3,2,3,3,2,1,3,2,3,3,2,2,50,70,68.75,50,66.67,58.33,60.94,Adequate autonomy; additional supports may optimize
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Mixtral 8x7B,3,ok,3,3,2,3,3,2,1,3,2,3,3,2,2,50,70,68.75,50,66.67,58.33,60.94,Adequate autonomy; additional supports may optimize
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Mixtral 8x7B,4,ok,3,3,2,4,3,2,3,3,3,3,3,2,2,10,70,75,66.67,75,58.33,68.75,Adequate autonomy; additional supports may optimize
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Mixtral 8x7B,5,ok,3,4,2,3,2,1,1,2,1,2,3,2,1,50,70,75,33.33,41.67,50,50,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Mixtral 8x7B,6,ok,3,4,2,3,2,1,1,3,2,3,3,2,1,50,70,75,33.33,66.67,50,56.25,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Mixtral 8x7B,7,ok,3,4,2,3,2,1,1,2,1,2,3,2,1,50,70,75,33.33,41.67,50,50,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Mixtral 8x7B,8,ok,3,4,2,3,2,1,1,2,1,2,3,2,1,50,70,75,33.33,41.67,50,50,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Mixtral 8x7B,9,ok,3,3,2,3,3,2,1,3,2,3,3,2,2,50,70,68.75,50,66.67,58.33,60.94,Adequate autonomy; additional supports may optimize
20260307_121342,a73401b5-5c34-4518-9b2e-8266d2df7f1b,Case Study &#8211; A Family Divided,Mixtral 8x7B,10,ok,3,4,2,3,2,1,1,2,1,2,3,2,1,50,70,75,33.33,41.67,50,50,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Claude Sonnet 4.6,1,ok,3,3,2,1,2,2,2,3,3,3,3,2,1,75,25,56.25,50,75,50,57.81,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Claude Sonnet 4.6,2,ok,3,3,2,1,2,2,2,3,3,3,3,2,1,75,25,56.25,50,75,50,57.81,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Claude Sonnet 4.6,3,ok,3,3,2,1,2,2,2,3,3,3,3,2,1,75,25,56.25,50,75,50,57.81,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Claude Sonnet 4.6,4,ok,3,3,2,1,2,2,2,3,2,3,3,2,1,75,20,56.25,50,66.67,50,55.73,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Claude Sonnet 4.6,5,ok,3,3,2,1,2,2,2,3,3,3,3,2,1,75,25,56.25,50,75,50,57.81,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Claude Sonnet 4.6,6,ok,3,3,2,1,2,2,2,3,2,3,3,2,1,75,20,56.25,50,66.67,50,55.73,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Claude Sonnet 4.6,7,ok,3,3,2,1,2,2,2,3,3,3,3,2,1,75,25,56.25,50,75,50,57.81,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Claude Sonnet 4.6,8,ok,3,3,2,1,2,2,2,3,2,3,3,2,1,75,20,56.25,50,66.67,50,55.73,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Claude Sonnet 4.6,9,ok,3,3,2,1,2,2,2,3,3,3,3,2,1,75,25,56.25,50,75,50,57.81,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Claude Sonnet 4.6,10,ok,3,3,2,1,2,2,2,3,2,3,3,2,1,75,25,56.25,50,66.67,50,55.73,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,GPT-5.4,1,ok,3,3,2,1,2,2,3,3,2,3,3,2,1,85,30,56.25,58.33,66.67,50,57.81,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,GPT-5.4,2,ok,3,3,2,1,1,1,2,3,2,3,4,3,2,85,35,56.25,33.33,66.67,75,57.81,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,GPT-5.4,3,ok,3,3,2,1,1,1,2,3,2,3,4,2,2,85,35,56.25,33.33,66.67,66.67,55.73,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,GPT-5.4,4,ok,3,3,2,1,2,2,3,3,2,4,4,2,1,85,35,56.25,58.33,75,58.33,61.98,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,GPT-5.4,5,ok,3,3,2,1,1,1,2,3,2,3,4,2,2,85,35,56.25,33.33,66.67,66.67,55.73,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,GPT-5.4,6,ok,3,3,2,1,2,2,3,3,2,4,4,3,2,85,35,56.25,58.33,75,75,66.15,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,GPT-5.4,7,ok,3,3,2,1,2,2,3,3,2,3,3,2,1,85,35,56.25,58.33,66.67,50,57.81,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,GPT-5.4,8,ok,3,3,2,1,2,2,3,3,2,3,3,2,1,85,35,56.25,58.33,66.67,50,57.81,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,GPT-5.4,9,ok,3,3,2,1,1,1,2,3,2,3,4,3,2,85,30,56.25,33.33,66.67,75,57.81,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,GPT-5.4,10,ok,3,3,2,1,2,2,3,3,2,3,3,2,1,85,35,56.25,58.33,66.67,50,57.81,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Gemini 3 Flash Lite Preview,1,ok,4,4,4,1,2,2,3,4,3,4,4,3,1,85,20,81.25,58.33,91.67,66.67,74.48,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Gemini 3 Flash Lite Preview,2,ok,4,4,4,1,2,2,3,4,3,4,4,3,2,75,20,81.25,58.33,91.67,75,76.56,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Gemini 3 Flash Lite Preview,3,ok,4,4,4,1,2,2,3,4,3,4,4,3,2,85,20,81.25,58.33,91.67,75,76.56,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Gemini 3 Flash Lite Preview,4,ok,4,4,4,1,2,2,3,4,3,4,4,3,1,75,20,81.25,58.33,91.67,66.67,74.48,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Gemini 3 Flash Lite Preview,5,ok,4,4,4,1,2,2,2,3,2,4,4,2,1,75,20,81.25,50,75,58.33,66.15,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Gemini 3 Flash Lite Preview,6,ok,4,4,4,1,2,2,3,3,2,4,4,3,3,85,20,81.25,58.33,75,83.33,74.48,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Gemini 3 Flash Lite Preview,7,ok,4,4,4,1,2,2,3,4,3,4,4,3,1,85,20,81.25,58.33,91.67,66.67,74.48,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Gemini 3 Flash Lite Preview,8,ok,4,4,4,1,3,3,3,4,3,4,4,3,2,75,20,81.25,75,91.67,75,80.73,Strong evidence of autonomous behavior
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Gemini 3 Flash Lite Preview,9,ok,4,4,4,1,3,3,3,4,3,4,4,3,2,70,20,81.25,75,91.67,75,80.73,Strong evidence of autonomous behavior
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Gemini 3 Flash Lite Preview,10,ok,4,4,4,1,2,2,3,4,3,4,4,3,2,85,20,81.25,58.33,91.67,75,76.56,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Grok 4.1 Fast,1,ok,4,4,4,0,0,0,0,0,0,4,4,2,3,80,30,75,0,33.33,75,45.83,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Grok 4.1 Fast,2,ok,3,3,3,0,0,0,0,0,0,3,4,2,3,85,20,56.25,0,25,75,39.06,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Grok 4.1 Fast,3,ok,4,3,3,0,0,0,0,0,0,4,4,2,3,80,20,62.5,0,33.33,75,42.71,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Grok 4.1 Fast,4,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,90,30,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Grok 4.1 Fast,5,ok,4,3,4,2,1,3,3,3,2,4,4,3,4,80,20,81.25,58.33,75,91.67,76.56,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Grok 4.1 Fast,6,ok,4,4,4,1,0,0,0,0,0,4,4,2,3,75,25,81.25,0,33.33,75,47.4,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Grok 4.1 Fast,7,ok,4,3,4,1,0,0,0,1,0,4,4,2,4,85,25,75,0,41.67,83.33,50,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Grok 4.1 Fast,8,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,90,20,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Grok 4.1 Fast,9,ok,4,3,4,3,2,4,4,4,3,4,4,3,4,75,25,87.5,83.33,91.67,91.67,88.54,Strong evidence of autonomous behavior
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Grok 4.1 Fast,10,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,90,20,0,0,0,0,0,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,DeepSeek V3.2,1,ok,4,4,4,0,4,4,4,4,,4,4,2,2,80,20,75,100,66.67,66.67,77.08,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,DeepSeek V3.2,2,ok,3,4,3,0,3,2,3,3,2,4,3,1,1,85,20,62.5,66.67,75,41.67,61.46,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,DeepSeek V3.2,3,ok,3,4,2,1,1,,2,3,2,4,4,2,1,70,30,62.5,25,75,58.33,55.21,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,DeepSeek V3.2,4,ok,3,4,2,1,3,3,3,3,2,4,4,2,2,80,30,62.5,75,75,66.67,69.79,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,DeepSeek V3.2,5,ok,4,4,3,0,2,1,4,4,1,4,4,2,2,80,20,68.75,58.33,75,66.67,67.19,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,DeepSeek V3.2,6,ok,4,4,4,0,4,3,4,4,3,4,4,2,1,90,10,75,91.67,91.67,58.33,79.17,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,DeepSeek V3.2,7,ok,3,4,3,2,3,3,4,3,2,4,4,2,2,80,30,75,83.33,75,66.67,75,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,DeepSeek V3.2,8,ok,4,4,4,0,3,3,4,4,3,4,4,1,1,75,20,75,83.33,91.67,50,75,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,DeepSeek V3.2,9,ok,4,3,4,1,4,4,4,4,3,4,3,2,2,75,30,75,100,91.67,58.33,81.25,Strong evidence of autonomous behavior
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,DeepSeek V3.2,10,ok,4,4,4,0,4,4,4,4,3,4,4,2,1,90,10,75,100,91.67,58.33,81.25,Strong evidence of autonomous behavior
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 3.3 70B,1,ok,4,4,4,3,3,3,3,4,3,4,4,2,2,20,80,93.75,75,91.67,66.67,81.77,Strong evidence of autonomous behavior
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 3.3 70B,2,ok,4,4,4,3,3,3,3,4,3,4,4,2,2,20,80,93.75,75,91.67,66.67,81.77,Strong evidence of autonomous behavior
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 3.3 70B,3,ok,3,4,3,4,3,3,2,3,3,3,4,2,2,20,80,87.5,66.67,75,66.67,73.96,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 3.3 70B,4,ok,3,4,3,2,2,2,2,3,2,3,2,1,1,40,70,75,50,66.67,33.33,56.25,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 3.3 70B,5,ok,4,4,3,2,3,2,2,3,2,3,3,2,1,40,70,81.25,58.33,66.67,50,64.06,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 3.3 70B,6,ok,4,4,4,3,3,3,3,3,3,3,4,3,2,20,80,93.75,75,75,75,79.69,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 3.3 70B,7,ok,3,4,3,2,2,2,1,3,2,3,2,1,1,40,80,75,41.67,66.67,33.33,54.17,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 3.3 70B,8,ok,3,3,3,2,2,2,1,2,2,2,2,1,1,40,40,68.75,41.67,50,33.33,48.44,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 3.3 70B,9,ok,4,4,3,2,3,2,2,3,2,3,4,2,1,40,80,81.25,58.33,66.67,58.33,66.15,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 3.3 70B,10,ok,4,4,3,3,3,3,2,3,2,3,2,1,1,40,80,87.5,66.67,66.67,33.33,63.54,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 4 Scout,1,ok,2,3,2,3,1,1,1,2,2,2,3,2,2,70,40,62.5,25,50,58.33,48.96,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 4 Scout,2,ok,4,4,4,1,2,1,2,4,3,4,4,3,2,80,20,81.25,41.67,91.67,75,72.4,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 4 Scout,3,ok,3,3,3,1,2,1,2,3,2,3,3,2,1,80,20,62.5,41.67,66.67,50,55.21,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 4 Scout,4,ok,2,3,2,3,1,1,1,3,3,3,3,2,2,40,20,62.5,25,75,58.33,55.21,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 4 Scout,5,ok,2,3,2,3,1,1,1,2,2,2,3,2,2,40,20,62.5,25,50,58.33,48.96,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 4 Scout,6,ok,2,3,2,1,1,1,1,2,1,2,3,2,1,60,20,50,25,41.67,50,41.67,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 4 Scout,7,ok,2,3,2,3,1,1,1,2,2,2,3,2,2,60,40,62.5,25,50,58.33,48.96,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 4 Scout,8,ok,1,2,1,2,2,1,1,2,1,2,2,1,1,70,30,37.5,33.33,41.67,33.33,36.46,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 4 Scout,9,ok,2,3,2,3,1,1,1,2,2,2,3,2,2,70,40,62.5,25,50,58.33,48.96,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Llama 4 Scout,10,json_error,,,,,,,,,,,,,,,,,,,,,error
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Qwen 2.5 72B,1,ok,3,3,3,1,2,2,2,2,2,2,3,1,1,70,50,62.5,50,50,41.67,51.04,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Qwen 2.5 72B,2,ok,3,3,3,2,2,2,2,3,2,3,3,2,2,70,40,68.75,50,66.67,58.33,60.94,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Qwen 2.5 72B,3,ok,3,3,3,2,2,2,2,3,2,2,3,1,1,70,40,68.75,50,58.33,41.67,54.69,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Qwen 2.5 72B,4,ok,3,2,3,2,3,2,2,3,2,2,2,1,1,70,50,62.5,58.33,58.33,33.33,53.12,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Qwen 2.5 72B,5,ok,3,3,3,2,3,2,2,3,2,3,3,2,2,70,50,68.75,58.33,66.67,58.33,63.02,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Qwen 2.5 72B,6,ok,2,2,2,1,2,2,2,2,2,2,2,1,1,70,40,43.75,50,50,33.33,44.27,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Qwen 2.5 72B,7,ok,3,3,3,2,3,3,2,3,2,3,3,1,1,70,50,68.75,66.67,66.67,41.67,60.94,Adequate autonomy; additional supports may optimize
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Qwen 2.5 72B,8,ok,3,2,3,2,3,3,2,3,2,2,2,1,1,70,50,62.5,66.67,58.33,33.33,55.21,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Qwen 2.5 72B,9,ok,3,3,3,2,2,2,2,2,2,2,3,1,1,70,50,68.75,50,50,41.67,52.6,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Qwen 2.5 72B,10,ok,3,3,3,2,2,2,2,2,2,2,3,1,1,70,50,68.75,50,50,41.67,52.6,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Mixtral 8x7B,1,ok,4,3,2,,3,,,3,2,3,3,2,2,50,70,56.25,25,66.67,58.33,51.56,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Mixtral 8x7B,2,ok,4,3,3,2,2,1,1,3,2,3,2,1,1,50,70,75,33.33,66.67,33.33,52.08,Autonomy not fully demonstrated; reassessment recommended
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Mixtral 8x7B,3,json_error,,,,,,,,,,,,,,,,,,,,,error
20260307_121342,a951fc6b-38d2-4343-9092-c4089d9f05af,Case Study – Alice’s Frail Mother,Mixtral 8x7B,4,ok,3,3,4,0,0,0,0,3,3,4,3,2,2,50,70,62.5,0,83.33,58.33,51.04,Autonomy not fully demonstrated; reassessment recommended
